X_position,Y_position,type
103,-75,tumor
173,-45,tumor
126,-141,tumor
124,163,tumor
245,-206,tumor
111,221,tumor
-73,-76,tumor
-89,-92,tumor
218,-172,tumor
-21,-26,tumor
-152,164,tumor
70,211,tumor
-132,186,tumor
166,-53,tumor
-75,-38,tumor
-156,87,tumor
-226,-220,tumor
246,-161,tumor
177,-43,tumor
-247,251,tumor
206,-243,tumor
98,-48,tumor
-140,-36,tumor
180,-86,tumor
-175,209,tumor
-177,82,tumor
-174,89,tumor
-7,-23,tumor
64,204,tumor
54,56,tumor
157,213,tumor
193,67,tumor
-180,-89,tumor
91,-81,tumor
111,-58,tumor
150,-56,tumor
-143,-79,tumor
121,-134,tumor
32,170,tumor
120,-130,tumor
-16,-88,tumor
81,158,tumor
52,213,tumor
-28,190,tumor
-132,168,tumor
-247,-252,tumor
184,-75,tumor
-204,106,tumor
-64,-57,tumor
-177,215,tumor
76,87,tumor
110,115,tumor
-56,-32,tumor
-113,223,tumor
-39,-40,tumor
-29,-67,tumor
246,-100,tumor
-168,-87,tumor
133,147,tumor
-57,-10,tumor
62,175,tumor
-224,-199,tumor
-49,-56,tumor
190,76,tumor
-192,92,tumor
-55,-89,tumor
246,-92,tumor
-162,112,tumor
102,61,tumor
45,-54,tumor
13,208,tumor
159,255,tumor
-14,159,tumor
-251,-227,tumor
-213,-243,tumor
60,29,tumor
-60,-225,tumor
86,146,tumor
130,42,tumor
-217,-206,tumor
56,225,tumor
81,252,tumor
197,-113,tumor
236,-184,tumor
104,124,tumor
-51,-81,tumor
-73,-79,tumor
126,-158,tumor
105,45,tumor
153,-118,tumor
-253,-222,tumor
59,94,tumor
169,112,tumor
-150,94,tumor
24,203,tumor
44,120,tumor
1,-55,tumor
165,40,tumor
27,220,tumor
-175,-72,tumor
-8,143,tumor
161,233,tumor
-209,-216,tumor
-75,-64,tumor
132,-154,tumor
-29,-2,tumor
-30,-75,tumor
-33,-76,tumor
-156,229,tumor
161,-78,tumor
-173,-123,tumor
81,72,tumor
174,-129,tumor
-26,-201,tumor
-241,-234,tumor
-19,-83,tumor
-111,-66,tumor
-54,-11,tumor
200,-205,tumor
-72,-100,tumor
157,155,tumor
-178,-50,tumor
-18,186,tumor
241,-162,tumor
-178,-116,tumor
71,115,tumor
-58,-85,tumor
-204,126,tumor
139,-66,tumor
-189,179,tumor
-183,-205,tumor
231,-197,tumor
-181,-83,tumor
133,-36,tumor
-177,100,tumor
73,-66,tumor
138,-71,tumor
-93,-102,tumor
97,245,tumor
99,-85,tumor
-199,177,tumor
-177,179,tumor
126,-50,tumor
177,57,tumor
115,-46,tumor
92,146,tumor
91,232,tumor
93,163,tumor
-10,-54,tumor
-21,-41,tumor
-77,-38,tumor
-127,242,tumor
44,124,tumor
-144,-99,tumor
30,199,tumor
92,142,tumor
204,111,tumor
192,-56,tumor
140,-72,tumor
-176,110,tumor
120,36,tumor
152,53,tumor
169,93,tumor
144,-133,tumor
-47,-24,tumor
91,-104,tumor
-144,162,tumor
197,-119,tumor
153,-49,tumor
148,-127,tumor
193,-226,tumor
-140,224,tumor
-170,-57,tumor
67,240,tumor
-216,-198,tumor
-185,115,tumor
138,-49,tumor
15,44,tumor
140,-63,tumor
-92,187,tumor
-87,-107,tumor
-203,122,tumor
-132,-43,tumor
-113,-62,tumor
127,172,tumor
-15,-59,tumor
35,21,tumor
145,137,tumor
-58,-21,tumor
-147,249,tumor
138,-26,tumor
-42,-11,tumor
177,-65,tumor
-125,-93,tumor
183,134,tumor
93,149,tumor
220,-100,tumor
101,-43,tumor
210,-82,tumor
194,-92,tumor
-93,-93,tumor
-49,-53,tumor
173,35,tumor
109,97,tumor
228,-198,tumor
44,47,tumor
174,-87,tumor
51,209,tumor
231,-196,tumor
158,-50,tumor
126,-148,tumor
-151,103,tumor
-217,-232,tumor
115,197,tumor
30,130,tumor
-75,-67,tumor
-9,171,tumor
-33,183,tumor
-176,-37,tumor
152,38,tumor
-28,-79,tumor
222,-96,tumor
53,217,tumor
50,135,tumor
166,41,tumor
68,110,tumor
235,-147,tumor
220,-183,tumor
-168,-78,tumor
-145,-37,tumor
253,-182,tumor
100,193,tumor
54,-54,tumor
253,-161,tumor
-127,-125,tumor
-33,-89,tumor
34,52,tumor
-248,-221,tumor
176,245,tumor
-35,-81,tumor
-115,196,tumor
116,-151,tumor
156,80,tumor
-34,-58,tumor
213,-192,tumor
179,-72,tumor
146,105,tumor
-167,160,tumor
-76,-50,tumor
-188,-72,tumor
198,103,tumor
-154,166,tumor
-110,-49,tumor
-181,123,tumor
99,75,tumor
175,243,tumor
130,162,tumor
-18,198,tumor
194,-75,tumor
137,-25,tumor
66,70,tumor
-221,-254,tumor
-56,-78,tumor
-128,210,tumor
105,151,tumor
213,121,tumor
-241,-245,tumor
168,-104,tumor
-141,-64,tumor
-39,-202,tumor
89,197,tumor
-183,201,tumor
-177,-86,tumor
-212,-231,tumor
-108,-81,tumor
-118,247,tumor
-19,-45,tumor
-148,200,tumor
-239,-246,tumor
-156,-61,tumor
-156,168,tumor
-32,-83,tumor
-256,-242,tumor
123,-77,tumor
149,102,tumor
-160,139,tumor
43,226,tumor
55,98,tumor
-110,-40,tumor
122,-86,tumor
191,-75,tumor
-82,222,tumor
123,-103,tumor
-97,247,tumor
62,231,tumor
-202,133,tumor
-101,183,tumor
131,55,tumor
191,-76,tumor
-218,-199,tumor
141,-33,tumor
136,41,tumor
-139,-42,tumor
87,-72,tumor
-137,-48,tumor
135,84,tumor
208,-216,tumor
125,-53,tumor
183,-110,tumor
111,-52,tumor
103,235,tumor
0,159,tumor
-219,-214,tumor
151,-59,tumor
-187,83,tumor
21,127,tumor
-93,-26,tumor
-159,175,tumor
-62,216,tumor
-114,156,tumor
-52,198,tumor
38,137,tumor
81,114,tumor
239,-204,tumor
-244,-244,tumor
79,151,tumor
-54,191,tumor
-174,-52,tumor
67,160,tumor
-57,202,tumor
-3,202,tumor
-134,158,tumor
53,-69,tumor
40,35,tumor
142,222,tumor
48,197,tumor
-151,253,tumor
-140,121,tumor
-159,136,tumor
-39,-45,tumor
-113,250,tumor
27,166,tumor
-168,126,tumor
-245,-240,tumor
58,42,tumor
-137,-103,tumor
-148,241,tumor
89,134,tumor
249,104,tumor
-231,-213,tumor
30,235,tumor
84,-39,tumor
-139,133,tumor
-179,107,tumor
-146,-118,tumor
140,174,tumor
-54,-81,tumor
-237,-235,tumor
136,49,tumor
97,104,tumor
241,-193,tumor
94,-88,tumor
-160,235,tumor
167,81,tumor
-139,140,tumor
133,-111,tumor
194,-108,tumor
-144,-101,tumor
144,-21,tumor
-179,-84,tumor
-63,223,tumor
71,88,tumor
-61,-18,tumor
106,153,tumor
25,42,tumor
136,-70,tumor
134,83,tumor
209,106,tumor
-71,221,tumor
-108,212,tumor
-155,-48,tumor
250,-218,tumor
59,70,tumor
179,103,tumor
-172,-72,tumor
-98,228,tumor
-141,212,tumor
-161,-114,tumor
-156,234,tumor
30,233,tumor
20,141,tumor
131,-61,tumor
160,-104,tumor
-179,103,tumor
-225,-242,tumor
-136,-60,tumor
-187,90,tumor
161,69,tumor
-69,247,tumor
112,246,tumor
111,198,tumor
-34,-11,tumor
-90,238,tumor
-16,193,tumor
134,-46,tumor
128,63,tumor
166,233,tumor
174,136,tumor
202,92,tumor
-51,-4,tumor
241,-90,tumor
192,-87,tumor
186,68,tumor
-85,-87,tumor
151,34,tumor
-132,163,tumor
25,-58,tumor
-139,151,tumor
61,21,tumor
-135,214,tumor
77,-55,tumor
101,157,tumor
-160,-49,tumor
144,-106,tumor
-60,195,tumor
24,162,tumor
220,-207,tumor
-154,250,tumor
-105,-42,tumor
-57,-96,tumor
141,165,tumor
-106,-85,tumor
67,-54,tumor
-234,-199,tumor
-18,-8,tumor
17,201,tumor
-68,213,tumor
-41,-65,tumor
91,125,tumor
-233,-239,tumor
43,122,tumor
144,-94,tumor
233,-159,tumor
-143,246,tumor
36,27,tumor
14,151,tumor
-158,-32,tumor
36,198,tumor
-73,-101,tumor
145,49,tumor
103,153,tumor
-83,-115,tumor
142,129,tumor
184,59,tumor
-72,-97,tumor
-163,180,tumor
98,225,tumor
-60,-218,tumor
69,159,tumor
35,165,tumor
-45,206,tumor
226,-211,tumor
-3,-62,tumor
35,196,tumor
-41,197,tumor
141,135,tumor
105,121,tumor
28,43,tumor
-64,-46,tumor
-170,152,tumor
-63,-221,tumor
253,-176,tumor
161,-47,tumor
211,-217,tumor
-14,-103,tumor
-160,119,tumor
145,106,tumor
152,99,tumor
126,78,tumor
-185,-101,tumor
125,189,tumor
-172,-39,tumor
32,23,tumor
118,146,tumor
166,244,tumor
-169,81,tumor
28,132,tumor
-4,-32,tumor
-105,193,tumor
118,116,tumor
-92,-89,tumor
-190,117,tumor
83,93,tumor
47,197,tumor
-61,-6,tumor
-174,191,tumor
2,158,tumor
-70,-27,tumor
133,71,tumor
255,-139,tumor
118,212,tumor
82,-66,tumor
45,144,tumor
5,166,tumor
130,205,tumor
133,102,tumor
-245,-199,tumor
140,100,tumor
20,142,tumor
-112,216,tumor
-155,167,tumor
144,72,tumor
-8,-99,cell_1
194,254,cell_1
-70,-103,cell_1
-13,-89,cell_1
-158,-145,cell_1
-69,-172,cell_1
244,228,cell_1
12,155,cell_1
226,250,cell_1
109,-65,cell_1
126,-70,cell_1
167,165,cell_1
82,-56,cell_1
245,195,cell_1
246,-42,cell_1
-208,-167,cell_1
173,-102,cell_1
121,-89,cell_1
-92,223,cell_1
-225,-171,cell_1
178,-118,cell_1
-14,-256,cell_1
-8,196,cell_1
28,-231,cell_1
66,-67,cell_1
6,-168,cell_1
237,175,cell_1
37,218,cell_1
35,216,cell_1
-50,188,cell_1
126,-96,cell_1
-40,-88,cell_1
-233,176,cell_1
-24,-202,cell_1
180,21,cell_1
-23,-44,cell_1
2,221,cell_1
224,198,cell_1
-2,173,cell_1
-13,-175,cell_1
246,-23,cell_1
24,224,cell_1
-32,247,cell_1
5,220,cell_1
181,153,cell_1
249,189,cell_1
132,-87,cell_1
-51,-246,cell_1
-26,156,cell_1
234,179,cell_1
-2,142,cell_1
170,-112,cell_1
-68,-39,cell_1
-243,-221,cell_1
-24,184,cell_1
28,206,cell_1
-73,-131,cell_1
36,225,cell_1
-3,-108,cell_1
-43,-255,cell_1
25,181,cell_1
36,-238,cell_1
-28,-65,cell_1
-35,202,cell_1
7,195,cell_1
-138,-150,cell_1
25,192,cell_1
-222,-171,cell_1
1,251,cell_1
23,-98,cell_1
42,-51,cell_1
-58,-39,cell_1
167,132,cell_1
97,-50,cell_1
-47,171,cell_1
-43,-170,cell_1
2,-42,cell_1
89,-60,cell_1
124,-122,cell_1
44,202,cell_1
209,231,cell_1
-78,-207,cell_1
228,250,cell_1
-45,-40,cell_1
-42,-250,cell_1
-195,-176,cell_1
180,167,cell_1
-29,-35,cell_1
18,181,cell_1
57,-76,cell_1
-16,-217,cell_1
31,-194,cell_1
29,190,cell_1
86,-84,cell_1
4,-237,cell_1
55,-94,cell_1
171,189,cell_1
-19,160,cell_1
-122,-146,cell_1
212,11,cell_1
-255,-151,cell_1
-239,252,cell_1
21,220,cell_1
132,-118,cell_1
-242,-188,cell_1
-201,-159,cell_1
-243,222,cell_1
21,158,cell_1
-12,196,cell_1
-20,-219,cell_1
59,-61,cell_1
-22,-97,cell_1
199,163,cell_1
-122,-148,cell_1
249,227,cell_1
23,-220,cell_1
-107,-124,cell_1
-45,-118,cell_1
-238,248,cell_1
-106,-137,cell_1
56,-88,cell_1
-69,-136,cell_1
-96,209,cell_1
38,208,cell_1
-72,214,cell_1
-87,198,cell_1
254,206,cell_1
-212,215,cell_1
