X_position,Y_position,type
-155,-153,tumor
-242,157,tumor
133,-105,tumor
-106,185,tumor
114,30,tumor
-212,147,tumor
98,252,tumor
-6,56,tumor
-48,231,tumor
163,105,tumor
-79,-20,tumor
1,41,tumor
27,72,tumor
95,111,tumor
-105,-205,tumor
-140,113,tumor
223,48,tumor
254,-191,tumor
163,-121,tumor
155,-193,tumor
107,-232,tumor
254,-41,tumor
132,-111,tumor
-181,100,tumor
251,85,tumor
250,251,tumor
203,175,tumor
21,88,tumor
47,-245,tumor
136,46,tumor
38,-248,tumor
-150,245,tumor
31,-29,tumor
-61,218,tumor
45,28,tumor
130,253,tumor
126,75,tumor
248,36,tumor
196,-75,tumor
119,16,tumor
-40,-16,tumor
161,-190,tumor
28,-250,tumor
-192,93,tumor
18,24,tumor
-50,153,tumor
107,10,tumor
-147,169,tumor
216,-137,tumor
-99,251,tumor
252,-54,tumor
133,178,tumor
93,234,tumor
190,-121,tumor
39,-244,tumor
243,115,tumor
-240,221,tumor
68,177,tumor
-54,216,tumor
192,-130,tumor
-217,238,tumor
112,142,tumor
-23,215,tumor
-97,-8,tumor
255,161,tumor
49,-5,tumor
47,-243,tumor
-128,238,tumor
118,-185,tumor
-93,68,tumor
12,3,tumor
209,223,tumor
83,109,tumor
-14,20,tumor
252,124,tumor
76,206,tumor
-108,31,tumor
81,63,tumor
137,218,tumor
12,93,tumor
-122,25,tumor
-103,178,tumor
120,-194,tumor
205,73,tumor
201,-76,tumor
-246,213,tumor
132,198,tumor
-104,-160,tumor
162,84,tumor
-7,3,tumor
234,116,tumor
167,-126,tumor
-246,223,tumor
109,77,tumor
133,-145,tumor
167,37,tumor
19,90,tumor
167,170,tumor
132,1,tumor
229,-134,tumor
-125,-188,tumor
38,-239,tumor
-54,1,tumor
158,45,tumor
-122,129,tumor
-191,131,tumor
-184,252,tumor
212,93,tumor
-111,-147,tumor
193,58,tumor
166,23,tumor
-111,-233,tumor
-99,-156,tumor
224,180,tumor
-105,-234,tumor
-49,3,tumor
-72,-25,tumor
-83,37,tumor
158,205,tumor
197,193,tumor
-252,125,tumor
112,-201,tumor
-5,-25,tumor
156,205,tumor
-75,182,tumor
59,-232,tumor
-100,38,tumor
-85,75,tumor
40,216,tumor
-56,178,tumor
66,145,tumor
163,48,tumor
131,-118,tumor
112,177,tumor
207,82,tumor
52,20,tumor
247,-171,tumor
252,174,tumor
182,203,tumor
-250,203,tumor
-48,83,tumor
243,-130,tumor
-149,-156,tumor
-247,161,tumor
217,217,tumor
-82,42,tumor
121,107,tumor
128,73,tumor
-54,228,tumor
14,-216,tumor
192,202,tumor
194,222,tumor
188,251,tumor
188,35,tumor
-15,234,tumor
-123,-243,tumor
-237,212,tumor
156,94,tumor
-93,-186,tumor
-196,176,tumor
-250,214,tumor
47,65,tumor
-129,129,tumor
88,253,tumor
-62,32,tumor
-223,173,tumor
240,-193,tumor
158,-164,tumor
-231,243,tumor
-225,191,tumor
83,218,tumor
-239,164,tumor
-33,2,tumor
72,-256,tumor
5,226,tumor
192,225,tumor
52,214,tumor
-87,4,tumor
57,170,tumor
-33,81,tumor
172,64,tumor
98,141,tumor
138,-207,tumor
154,71,tumor
-197,194,tumor
-155,143,tumor
183,246,tumor
174,-93,tumor
-119,128,tumor
135,-249,tumor
-43,200,tumor
35,-30,tumor
233,-161,tumor
205,-111,tumor
20,-28,tumor
77,-211,tumor
3,11,tumor
-125,-221,tumor
-225,208,tumor
125,225,tumor
75,64,tumor
215,66,tumor
-118,189,tumor
-117,-180,tumor
-208,116,tumor
74,-239,tumor
250,141,tumor
