X_position,Y_position,type
-8,127,tumor
-53,120,tumor
-193,94,tumor
-156,149,tumor
147,-15,tumor
-216,215,tumor
147,131,tumor
-9,141,tumor
-182,35,tumor
172,241,tumor
-60,-191,tumor
184,-85,tumor
82,35,tumor
165,229,tumor
226,-8,tumor
26,-178,tumor
199,250,tumor
150,15,tumor
255,-57,tumor
-21,-151,tumor
11,-240,tumor
110,167,tumor
28,-172,tumor
-161,115,tumor
74,-84,tumor
132,-16,tumor
99,187,tumor
75,-175,tumor
158,12,tumor
-143,-121,tumor
-229,44,tumor
-43,-172,tumor
-219,12,tumor
-226,175,tumor
-254,-222,tumor
-60,91,tumor
-195,-130,tumor
-39,5,tumor
142,10,tumor
-225,49,tumor
125,-235,tumor
206,-87,tumor
-155,-133,tumor
225,186,tumor
-218,40,tumor
-12,124,tumor
149,-31,tumor
-194,-107,tumor
-163,-183,tumor
154,164,tumor
-12,205,tumor
167,247,tumor
-9,-60,tumor
-123,64,tumor
-194,-236,tumor
67,-202,tumor
-13,234,tumor
-15,-160,tumor
116,138,tumor
89,155,tumor
70,-225,tumor
-162,61,tumor
-151,-139,tumor
-135,-180,tumor
42,-192,tumor
161,239,tumor
-112,160,tumor
153,-11,tumor
-166,-184,tumor
135,207,tumor
-17,190,tumor
-175,114,tumor
150,-11,tumor
6,113,tumor
99,130,tumor
167,55,tumor
100,-72,tumor
118,-52,tumor
134,24,tumor
-114,-140,tumor
-98,50,tumor
-26,-27,tumor
-71,67,tumor
138,20,tumor
204,-16,tumor
-147,-245,tumor
186,-72,tumor
-111,132,tumor
92,196,tumor
-198,80,tumor
182,101,tumor
56,-179,tumor
94,191,tumor
-222,90,tumor
-186,-231,tumor
-55,-41,tumor
-163,90,tumor
-225,196,tumor
103,201,tumor
-47,-10,tumor
-232,249,tumor
-191,104,tumor
-245,153,tumor
5,171,tumor
-96,149,tumor
239,121,tumor
162,246,tumor
123,119,tumor
173,214,tumor
140,166,tumor
44,-223,tumor
198,-33,tumor
-12,-23,tumor
-8,161,tumor
55,-193,tumor
85,-236,tumor
33,-185,tumor
-227,115,tumor
-19,57,tumor
-220,49,tumor
-38,-44,tumor
-139,-131,tumor
-63,149,tumor
36,-177,tumor
-13,26,tumor
205,7,tumor
190,-23,tumor
153,77,tumor
176,234,tumor
-73,140,tumor
97,156,tumor
-129,123,tumor
174,175,tumor
-83,141,tumor
-185,-110,tumor
-106,140,tumor
-214,30,tumor
-243,104,tumor
155,-78,tumor
174,-30,tumor
-2,-156,tumor
-15,76,tumor
-131,149,tumor
-158,-200,tumor
-219,-205,tumor
129,-188,tumor
209,250,tumor
-185,-182,tumor
-116,122,tumor
-69,167,tumor
105,8,tumor
5,-158,tumor
153,199,tumor
122,221,tumor
-188,22,tumor
-143,-230,tumor
1,187,tumor
11,241,tumor
-192,-158,tumor
-220,150,tumor
-251,51,tumor
-163,91,tumor
-180,-173,tumor
93,176,tumor
-16,-55,tumor
-94,96,tumor
-217,-225,tumor
-197,134,tumor
147,170,tumor
-142,-239,tumor
-135,62,tumor
193,161,tumor
34,-200,tumor
-74,140,tumor
161,142,tumor
-73,-224,tumor
-61,78,tumor
193,119,tumor
142,-6,tumor
-231,188,tumor
171,-2,tumor
-122,-151,tumor
-232,-206,tumor
134,164,tumor
-54,-17,tumor
224,-2,tumor
167,211,tumor
-52,112,tumor
141,119,tumor
-65,40,tumor
165,226,tumor
59,-213,tumor
-74,-58,tumor
10,-242,tumor
179,-43,tumor
2,-188,tumor
32,-232,tumor
-202,-253,tumor
-13,-42,tumor
-15,144,tumor
-25,-55,tumor
179,121,tumor
-230,253,tumor
-238,36,tumor
182,-1,tumor
16,-237,tumor
116,-16,tumor
154,-74,tumor
