X_position,Y_position,type
226,58,tumor
220,82,tumor
208,90,tumor
192,-56,tumor
161,-28,tumor
51,-252,tumor
250,4,tumor
54,-229,tumor
207,99,tumor
235,-52,tumor
-146,238,tumor
142,-45,tumor
228,-58,tumor
224,90,tumor
34,-99,tumor
226,59,tumor
252,99,tumor
233,-62,tumor
189,-30,tumor
-29,-86,tumor
98,-236,tumor
-21,-143,tumor
90,-253,tumor
59,-252,tumor
39,-235,tumor
25,-87,tumor
226,42,tumor
10,-99,tumor
-14,-94,tumor
233,69,tumor
-187,253,tumor
96,-227,tumor
-168,232,tumor
175,-11,tumor
250,54,tumor
169,-23,tumor
200,62,tumor
26,-96,tumor
-237,52,tumor
33,-154,tumor
-11,-119,tumor
22,-230,tumor
252,54,tumor
-147,248,tumor
195,-15,tumor
139,-37,tumor
-238,31,tumor
211,-46,tumor
-8,-115,tumor
157,-62,tumor
63,-224,tumor
211,44,tumor
243,-119,tumor
211,-2,tumor
165,-41,tumor
236,-85,tumor
-5,-49,tumor
-23,-245,tumor
192,-62,tumor
242,70,tumor
225,-56,tumor
-20,-82,tumor
227,-92,tumor
243,-69,tumor
-7,-41,tumor
215,-40,tumor
216,-74,tumor
252,-155,tumor
33,-121,tumor
-9,-145,tumor
-143,251,tumor
217,19,tumor
-20,-122,tumor
-15,-40,tumor
23,-98,tumor
3,-148,tumor
-29,-103,tumor
31,-57,tumor
226,51,tumor
209,97,tumor
215,0,tumor
209,93,tumor
193,-15,tumor
-242,58,tumor
12,-47,tumor
-136,-172,tumor
194,-13,tumor
-20,-90,tumor
18,-75,tumor
25,-206,tumor
155,-20,tumor
221,-44,tumor
249,-32,tumor
-8,-136,tumor
22,-252,tumor
181,-35,tumor
-19,-85,tumor
190,-64,tumor
197,36,tumor
240,94,tumor
223,93,tumor
159,-29,tumor
31,-37,tumor
-146,-164,tumor
251,51,tumor
196,2,tumor
-15,-252,tumor
12,-106,tumor
248,-106,tumor
-24,-113,tumor
228,-98,tumor
191,8,tumor
-40,-96,tumor
215,-1,tumor
244,-102,tumor
9,-81,tumor
22,-214,tumor
227,95,tumor
32,-145,tumor
254,74,tumor
34,-56,tumor
172,-42,tumor
17,-236,tumor
-254,73,tumor
205,29,tumor
228,2,tumor
227,-36,tumor
155,-31,tumor
31,-93,tumor
166,-20,tumor
201,70,tumor
-246,20,tumor
-149,254,tumor
149,-33,tumor
31,-135,tumor
251,-82,tumor
5,-249,tumor
237,-121,tumor
-19,-62,tumor
-4,-132,tumor
20,-89,tumor
14,-37,tumor
36,-128,tumor
-35,-95,tumor
52,-256,tumor
-15,-132,tumor
214,-26,tumor
78,-222,tumor
19,-231,tumor
3,-220,tumor
-10,-108,tumor
-244,46,tumor
254,-143,tumor
16,-57,tumor
-6,-246,tumor
26,-225,tumor
31,-256,tumor
232,18,tumor
-33,-101,tumor
223,-94,tumor
36,-93,tumor
228,-126,tumor
106,-237,tumor
-19,-55,tumor
229,-69,tumor
188,28,tumor
32,-252,tumor
69,-247,tumor
26,-84,tumor
190,-33,tumor
10,-133,tumor
41,-235,tumor
-14,-239,tumor
211,-15,tumor
222,-105,tumor
-240,79,tumor
246,59,tumor
162,-19,tumor
214,-71,tumor
215,22,tumor
-32,-111,tumor
239,-136,tumor
192,0,tumor
251,7,tumor
225,-114,tumor
8,-50,tumor
205,-59,tumor
63,-241,tumor
160,-25,tumor
-236,21,tumor
-6,-100,tumor
5,-243,tumor
230,85,tumor
156,-42,tumor
166,-41,tumor
-14,-252,tumor
238,-31,tumor
209,-66,tumor
22,-222,tumor
233,-134,tumor
244,-97,tumor
26,-251,tumor
23,-129,tumor
0,-137,tumor
-7,-123,tumor
214,-6,tumor
243,58,tumor
12,-102,tumor
222,-90,tumor
10,-51,tumor
248,-57,tumor
-156,-170,tumor
3,-162,tumor
-180,232,tumor
232,-126,tumor
235,22,tumor
250,23,tumor
-37,-78,tumor
69,-222,tumor
152,-50,tumor
210,86,tumor
40,-247,tumor
-243,37,tumor
241,-61,tumor
212,-1,tumor
175,-50,tumor
246,-44,tumor
-23,-105,tumor
-16,-53,tumor
246,-113,tumor
254,-15,tumor
249,-140,tumor
-245,76,tumor
40,-215,tumor
206,25,tumor
-139,248,tumor
30,-243,tumor
94,-241,tumor
242,-97,tumor
90,-226,tumor
22,-97,tumor
-131,243,tumor
24,-211,tumor
-6,-36,tumor
-7,-242,tumor
-256,58,tumor
239,-151,tumor
-238,63,tumor
81,-254,tumor
255,72,tumor
97,-234,tumor
24,-209,tumor
-133,-166,tumor
30,-59,tumor
170,-29,tumor
242,71,tumor
230,63,tumor
90,-234,tumor
55,-227,tumor
151,-25,tumor
254,-84,tumor
31,-71,tumor
-138,-157,tumor
2,-228,tumor
-152,239,tumor
247,-18,tumor
250,-127,tumor
241,94,tumor
-33,-83,tumor
223,-84,tumor
-145,246,tumor
227,13,tumor
238,0,tumor
214,-55,tumor
243,-105,tumor
-23,-121,tumor
177,-57,tumor
-14,-44,tumor
158,-48,tumor
7,-240,tumor
178,-11,tumor
186,17,tumor
215,64,tumor
34,-104,tumor
-31,-96,tumor
241,-28,tumor
216,17,tumor
26,-235,tumor
-12,-91,tumor
251,39,tumor
-149,239,tumor
71,-256,tumor
28,-148,tumor
234,-130,tumor
-38,-67,tumor
180,-12,tumor
13,-166,tumor
202,8,tumor
11,-252,tumor
201,87,tumor
44,-89,tumor
244,70,tumor
16,-146,tumor
21,-34,tumor
-251,88,tumor
35,-128,tumor
-37,-114,tumor
76,-252,tumor
217,-44,tumor
199,42,tumor
5,-72,tumor
-28,-255,tumor
-37,-75,tumor
103,-235,tumor
-141,247,tumor
235,90,tumor
-248,55,tumor
220,34,tumor
192,35,tumor
195,15,tumor
-20,-253,tumor
1,-153,tumor
223,-51,tumor
211,-73,tumor
-244,21,tumor
-230,24,tumor
-13,-72,tumor
252,-156,tumor
-182,244,tumor
37,-252,tumor
-149,250,tumor
231,96,tumor
31,-125,tumor
13,-154,tumor
69,-251,tumor
143,-47,tumor
-240,50,tumor
189,-11,tumor
73,-243,tumor
189,-47,tumor
-24,-90,tumor
-11,-143,tumor
-21,-51,tumor
249,36,tumor
-14,-125,tumor
-253,60,tumor
-144,249,tumor
240,-10,tumor
45,-244,tumor
200,-48,tumor
237,53,tumor
247,-6,tumor
204,32,tumor
184,-7,tumor
228,-70,tumor
185,-70,tumor
231,-9,tumor
51,-212,tumor
38,-72,tumor
18,-115,tumor
30,-245,tumor
9,-95,tumor
